inst#,actual,predicted,error,prediction
891,24:101,24:101,,0.135
892,24:101,24:101,,0.148
893,24:101,24:101,,0.138
894,24:101,24:101,,0.124
895,24:101,20:97,+,0.107
896,24:101,24:101,,0.144
897,24:101,24:101,,0.106
898,44:121,24:101,+,0.089
899,44:121,24:101,+,0.144
900,44:121,24:101,+,0.134
901,44:121,24:101,+,0.139
902,44:121,24:101,+,0.132
903,44:121,24:101,+,0.101
904,44:121,24:101,+,0.112
905,44:121,24:101,+,0.164
906,44:121,24:101,+,0.107
907,44:121,24:101,+,0.1
908,44:121,24:101,+,0.088
909,44:121,24:101,+,0.141
910,44:121,24:101,+,0.132
911,44:121,24:101,+,0.131
912,44:121,24:101,+,0.111
913,44:121,24:101,+,0.11
914,44:121,24:101,+,0.074
915,44:121,24:101,+,0.129
916,44:121,18:60,+,0.141
917,44:121,24:101,+,0.093
918,44:121,24:101,+,0.156
919,44:121,24:101,+,0.136
920,44:121,24:101,+,0.11
921,44:121,24:101,+,0.132
922,44:121,24:101,+,0.128
923,44:121,24:101,+,0.074
924,44:121,24:101,+,0.123
925,44:121,24:101,+,0.14
926,44:121,24:101,+,0.121
927,44:121,24:101,+,0.129
928,44:121,24:101,+,0.141
929,44:121,24:101,+,0.133
930,44:121,24:101,+,0.158
931,44:121,24:101,+,0.12
932,44:121,24:101,+,0.146
933,44:121,24:101,+,0.15
934,44:121,24:101,+,0.141
935,44:121,24:101,+,0.144
936,44:121,24:101,+,0.142
937,21:98,20:97,+,0.106
938,21:98,24:101,+,0.081
939,21:98,24:101,+,0.114
940,21:98,24:101,+,0.12
941,21:98,24:101,+,0.085
942,21:98,24:101,+,0.134
943,21:98,18:60,+,0.078
944,21:98,24:101,+,0.112
945,21:98,24:101,+,0.131
946,21:98,24:101,+,0.111
947,21:98,24:101,+,0.114
948,21:98,24:101,+,0.107
949,21:98,24:101,+,0.071
950,21:98,18:60,+,0.069
951,21:98,24:101,+,0.098
952,21:98,20:97,+,0.12
953,21:98,24:101,+,0.137
954,21:98,48:186,+,0.096
955,21:98,24:101,+,0.168
956,21:98,18:60,+,0.095
957,21:98,24:101,+,0.126
958,21:98,24:101,+,0.141
959,21:98,24:101,+,0.125
960,21:98,24:101,+,0.13
961,21:98,24:101,+,0.073
962,21:98,24:101,+,0.142
963,21:98,1:8,+,0.081
964,21:98,24:101,+,0.117
965,21:98,24:101,+,0.145
966,21:98,24:101,+,0.084
967,21:98,24:101,+,0.116
968,21:98,24:101,+,0.111
969,21:98,24:101,+,0.13
970,21:98,20:97,+,0.136
971,8:48,24:101,+,0.078
972,8:48,24:101,+,0.089
973,8:48,13:53,+,0.079
974,8:48,24:101,+,0.108
975,8:48,24:101,+,0.101
976,8:48,24:101,+,0.092
977,8:48,24:101,+,0.096
978,8:48,24:101,+,0.12
979,8:48,24:101,+,0.107
980,8:48,24:101,+,0.121
981,8:48,24:101,+,0.127
982,8:48,24:101,+,0.108
983,8:48,24:101,+,0.109
984,8:48,24:101,+,0.122
985,8:48,24:101,+,0.103
986,8:48,17:57,+,0.131
987,8:48,24:101,+,0.113
988,8:48,24:101,+,0.085
989,8:48,24:101,+,0.109
990,23:100,24:101,+,0.14
991,23:100,24:101,+,0.128
992,23:100,24:101,+,0.124
993,23:100,24:101,+,0.133
994,23:100,24:101,+,0.157
995,23:100,24:101,+,0.14
996,23:100,24:101,+,0.171
997,23:100,24:101,+,0.128
998,23:100,24:101,+,0.142
999,23:100,24:101,+,0.123
1000,23:100,24:101,+,0.1
1001,23:100,24:101,+,0.12
1002,23:100,24:101,+,0.121
1003,23:100,24:101,+,0.121
1004,23:100,24:101,+,0.127
1005,23:100,24:101,+,0.083
1006,23:100,24:101,+,0.088
1007,23:100,24:101,+,0.14
1008,23:100,24:101,+,0.123
1009,23:100,24:101,+,0.109
1010,23:100,24:101,+,0.152
1011,23:100,24:101,+,0.123
1012,23:100,24:101,+,0.139
1013,23:100,24:101,+,0.13
1014,23:100,24:101,+,0.115
1015,23:100,24:101,+,0.142
1016,23:100,24:101,+,0.124
1017,23:100,24:101,+,0.12
1018,23:100,24:101,+,0.133
1019,23:100,24:101,+,0.137
1020,23:100,24:101,+,0.146
1021,23:100,20:97,+,0.095
1022,23:100,24:101,+,0.11
1023,23:100,24:101,+,0.132
1024,23:100,24:101,+,0.19
1025,23:100,24:101,+,0.12
1026,23:100,24:101,+,0.105
1027,23:100,24:101,+,0.126
1028,23:100,24:101,+,0.105
1029,23:100,24:101,+,0.144
1030,23:100,24:101,+,0.127
1031,23:100,24:101,+,0.136
1032,23:100,24:101,+,0.141
1033,23:100,24:101,+,0.13
1034,23:100,24:101,+,0.141
1035,23:100,24:101,+,0.131
1036,23:100,24:101,+,0.114
1037,23:100,24:101,+,0.1
1038,23:100,24:101,+,0.091
1039,23:100,24:101,+,0.135
1040,23:100,24:101,+,0.115
1041,23:100,24:101,+,0.128
1042,23:100,24:101,+,0.151
1043,23:100,24:101,+,0.14
1044,23:100,24:101,+,0.13
1045,23:100,24:101,+,0.133
1046,23:100,24:101,+,0.134
1047,23:100,24:101,+,0.146
1048,23:100,24:101,+,0.143
1049,23:100,24:101,+,0.134
1050,23:100,24:101,+,0.145
1051,23:100,24:101,+,0.123
1052,23:100,24:101,+,0.087
1053,23:100,24:101,+,0.141
1054,23:100,24:101,+,0.119
1055,23:100,24:101,+,0.118
1056,23:100,24:101,+,0.117
1057,23:100,24:101,+,0.121
1058,23:100,24:101,+,0.154
1059,23:100,24:101,+,0.119
1060,23:100,24:101,+,0.157
1061,23:100,24:101,+,0.125
1062,23:100,24:101,+,0.133
1063,23:100,24:101,+,0.15
1064,23:100,24:101,+,0.105
1065,23:100,24:101,+,0.138
1066,23:100,24:101,+,0.158
1067,23:100,24:101,+,0.142
1068,23:100,24:101,+,0.137
1069,23:100,24:101,+,0.14
1070,23:100,24:101,+,0.103
1071,23:100,24:101,+,0.107
1072,23:100,24:101,+,0.125
1073,23:100,24:101,+,0.157
1074,23:100,24:101,+,0.143
1075,23:100,24:101,+,0.125
1076,23:100,24:101,+,0.146
1077,23:100,24:101,+,0.122
1078,23:100,24:101,+,0.128
1079,35:112,24:101,+,0.119
1080,35:112,24:101,+,0.146
1081,35:112,24:101,+,0.151
1082,35:112,24:101,+,0.141
1083,35:112,24:101,+,0.159
1084,35:112,24:101,+,0.139
1085,35:112,24:101,+,0.132
1086,35:112,24:101,+,0.101
1087,35:112,24:101,+,0.127
1088,35:112,24:101,+,0.131
1089,35:112,24:101,+,0.08
1090,35:112,24:101,+,0.12
1091,35:112,24:101,+,0.13
1092,35:112,24:101,+,0.08
1093,35:112,24:101,+,0.115
1094,35:112,24:101,+,0.129
1095,35:112,24:101,+,0.117
1096,35:112,24:101,+,0.147
1097,35:112,24:101,+,0.128
1098,35:112,24:101,+,0.107
1099,35:112,24:101,+,0.135
1100,35:112,24:101,+,0.128
1101,35:112,24:101,+,0.12
1102,35:112,24:101,+,0.12
1103,35:112,24:101,+,0.139
1104,35:112,24:101,+,0.137
1105,35:112,20:97,+,0.099
1106,35:112,24:101,+,0.138
1107,35:112,24:101,+,0.112
1108,35:112,24:101,+,0.119
1109,35:112,24:101,+,0.113
1110,35:112,24:101,+,0.078
1111,35:112,24:101,+,0.096
1112,35:112,24:101,+,0.141
1113,35:112,24:101,+,0.088
1114,35:112,24:101,+,0.097
1115,35:112,24:101,+,0.134
1116,35:112,24:101,+,0.132
1117,40:117,24:101,+,0.117
1118,40:117,24:101,+,0.134
1119,40:117,24:101,+,0.142
1120,40:117,24:101,+,0.131
1121,40:117,24:101,+,0.115
1122,40:117,24:101,+,0.145
1123,40:117,24:101,+,0.103
1124,40:117,24:101,+,0.112
1125,40:117,24:101,+,0.112
1126,40:117,24:101,+,0.094
1127,40:117,24:101,+,0.105
1128,40:117,24:101,+,0.137
1129,40:117,24:101,+,0.087
1130,40:117,24:101,+,0.095
1131,40:117,24:101,+,0.14
1132,40:117,24:101,+,0.138
1133,40:117,24:101,+,0.123
1134,40:117,24:101,+,0.13
1135,40:117,24:101,+,0.104
1136,40:117,20:97,+,0.096
1137,40:117,24:101,+,0.138
1138,40:117,24:101,+,0.112
1139,40:117,24:101,+,0.111
1140,40:117,24:101,+,0.156
1141,40:117,24:101,+,0.096
1142,40:117,24:101,+,0.143
1143,40:117,24:101,+,0.142
1144,40:117,24:101,+,0.132
1145,40:117,24:101,+,0.136
1146,40:117,24:101,+,0.121
1147,40:117,24:101,+,0.116
1148,40:117,24:101,+,0.124
1149,40:117,24:101,+,0.092
1150,40:117,20:97,+,0.094
1151,40:117,24:101,+,0.122
1152,40:117,24:101,+,0.14
1153,40:117,24:101,+,0.129
1154,40:117,24:101,+,0.135
1155,40:117,24:101,+,0.142
1156,40:117,24:101,+,0.123
1157,40:117,24:101,+,0.106
1158,40:117,24:101,+,0.138
1159,40:117,24:101,+,0.133
1160,40:117,24:101,+,0.094
1161,40:117,24:101,+,0.097
1162,40:117,24:101,+,0.148
1163,40:117,24:101,+,0.133
1164,40:117,24:101,+,0.147
1165,40:117,24:101,+,0.069
1166,40:117,24:101,+,0.115
1167,40:117,20:97,+,0.07
1168,40:117,24:101,+,0.148
1169,40:117,24:101,+,0.134
1170,40:117,24:101,+,0.146
1171,40:117,24:101,+,0.128
1172,40:117,24:101,+,0.102
1173,40:117,24:101,+,0.116
1174,40:117,24:101,+,0.132
1175,40:117,24:101,+,0.115
1176,40:117,24:101,+,0.158
1177,40:117,24:101,+,0.119
1178,40:117,24:101,+,0.15
1179,40:117,24:101,+,0.164
1180,40:117,24:101,+,0.11
1181,40:117,24:101,+,0.129
1182,40:117,24:101,+,0.126
1183,40:117,24:101,+,0.124
1184,40:117,24:101,+,0.093
1185,40:117,24:101,+,0.101
1186,32:109,24:101,+,0.146
1187,32:109,24:101,+,0.106
1188,32:109,24:101,+,0.093
1189,32:109,24:101,+,0.13
1190,32:109,24:101,+,0.117
1191,32:109,24:101,+,0.16
1192,32:109,24:101,+,0.133
1193,32:109,24:101,+,0.152
1194,32:109,24:101,+,0.14
1195,32:109,24:101,+,0.098
1196,32:109,24:101,+,0.135
1197,32:109,24:101,+,0.146
1198,32:109,24:101,+,0.139
1199,32:109,24:101,+,0.12
1200,32:109,24:101,+,0.1
1201,32:109,24:101,+,0.118
1202,32:109,24:101,+,0.174
1203,32:109,24:101,+,0.115
1204,32:109,24:101,+,0.109
1205,32:109,24:101,+,0.135
1206,32:109,24:101,+,0.121
1207,32:109,24:101,+,0.133
1208,32:109,24:101,+,0.138
1209,32:109,24:101,+,0.128
1210,32:109,24:101,+,0.135
1211,32:109,24:101,+,0.071
1212,32:109,24:101,+,0.083
1213,32:109,24:101,+,0.144
1214,32:109,20:97,+,0.127
1215,32:109,24:101,+,0.13
1216,32:109,24:101,+,0.127
1217,32:109,24:101,+,0.143
1218,32:109,20:97,+,0.096
1219,32:109,24:101,+,0.1
1220,32:109,24:101,+,0.131
1221,32:109,24:101,+,0.102
1222,32:109,24:101,+,0.12
1223,32:109,24:101,+,0.133
1224,32:109,20:97,+,0.122
1225,32:109,24:101,+,0.131
1226,32:109,24:101,+,0.131
1227,32:109,24:101,+,0.12
1228,32:109,24:101,+,0.119
1229,32:109,24:101,+,0.11
1230,32:109,24:101,+,0.134
1231,32:109,24:101,+,0.135
1232,32:109,24:101,+,0.131
1233,32:109,24:101,+,0.118
1234,32:109,24:101,+,0.13
1235,32:109,24:101,+,0.119
1236,32:109,24:101,+,0.117
1237,32:109,24:101,+,0.151
1238,32:109,24:101,+,0.089
1239,32:109,24:101,+,0.094
1240,34:111,24:101,+,0.148
1241,34:111,24:101,+,0.134
1242,34:111,24:101,+,0.139
1243,34:111,24:101,+,0.136
1244,34:111,24:101,+,0.147
1245,34:111,24:101,+,0.14
1246,34:111,24:101,+,0.12
1247,34:111,24:101,+,0.158
1248,34:111,24:101,+,0.119
1249,34:111,24:101,+,0.161
1250,34:111,24:101,+,0.13
1251,34:111,24:101,+,0.152
1252,34:111,24:101,+,0.117
1253,34:111,24:101,+,0.11
1254,34:111,24:101,+,0.159
1255,34:111,24:101,+,0.141
1256,34:111,24:101,+,0.126
1257,34:111,24:101,+,0.102
1258,34:111,24:101,+,0.151
1259,34:111,24:101,+,0.14
1260,34:111,24:101,+,0.105
1261,34:111,24:101,+,0.125
1262,34:111,24:101,+,0.085
1263,34:111,24:101,+,0.149
1264,34:111,24:101,+,0.111
1265,34:111,24:101,+,0.126
1266,34:111,24:101,+,0.117
1267,34:111,24:101,+,0.107
1268,34:111,24:101,+,0.116
1269,34:111,24:101,+,0.134
1270,34:111,24:101,+,0.127
1271,34:111,24:101,+,0.179
1272,34:111,24:101,+,0.143
1273,34:111,24:101,+,0.146
1274,34:111,24:101,+,0.096
1275,34:111,20:97,+,0.114
1276,34:111,24:101,+,0.113
1277,34:111,24:101,+,0.111
1278,34:111,24:101,+,0.13
1279,34:111,24:101,+,0.108
1280,34:111,24:101,+,0.129
1281,34:111,24:101,+,0.139
1282,34:111,24:101,+,0.101
1283,34:111,24:101,+,0.133
1284,34:111,24:101,+,0.142
1285,34:111,24:101,+,0.148
1286,34:111,24:101,+,0.131
1287,34:111,24:101,+,0.127
1288,34:111,24:101,+,0.156
1289,34:111,24:101,+,0.133
1290,34:111,24:101,+,0.151
1291,34:111,24:101,+,0.122
1292,34:111,24:101,+,0.135
1293,34:111,24:101,+,0.113
1294,34:111,24:101,+,0.119
1295,34:111,24:101,+,0.134
1296,34:111,24:101,+,0.129
1297,34:111,24:101,+,0.109
1298,34:111,24:101,+,0.132
1299,34:111,24:101,+,0.116
1300,34:111,24:101,+,0.124
1301,34:111,24:101,+,0.111
1302,34:111,24:101,+,0.115
1303,34:111,24:101,+,0.157
1304,34:111,24:101,+,0.134
1305,34:111,24:101,+,0.125
1306,34:111,24:101,+,0.129
1307,34:111,24:101,+,0.114
1308,34:111,24:101,+,0.119
1309,34:111,24:101,+,0.097
1310,34:111,24:101,+,0.2
1311,34:111,24:101,+,0.123
1312,34:111,24:101,+,0.133
1313,34:111,24:101,+,0.079
1314,34:111,24:101,+,0.132
1315,34:111,24:101,+,0.107
1316,34:111,24:101,+,0.131
1317,34:111,24:101,+,0.165
1318,34:111,24:101,+,0.122
1319,34:111,24:101,+,0.149
1320,34:111,24:101,+,0.132
1321,34:111,20:97,+,0.119
1322,34:111,24:101,+,0.145
1323,34:111,24:101,+,0.14
1324,34:111,24:101,+,0.12
1325,34:111,24:101,+,0.152
1326,34:111,24:101,+,0.143
1327,34:111,24:101,+,0.123
1328,34:111,24:101,+,0.13
1329,34:111,24:101,+,0.079
1330,34:111,24:101,+,0.13
1331,34:111,24:101,+,0.101
1332,34:111,24:101,+,0.143
1333,34:111,24:101,+,0.126
1334,34:111,24:101,+,0.16
1335,34:111,24:101,+,0.097
1336,34:111,24:101,+,0.122
1337,34:111,24:101,+,0.128
1338,34:111,24:101,+,0.14
1339,34:111,24:101,+,0.125
1340,34:111,24:101,+,0.136
1341,34:111,24:101,+,0.146
1342,34:111,24:101,+,0.144
1343,34:111,24:101,+,0.117
1344,34:111,24:101,+,0.131
1345,34:111,24:101,+,0.105
1346,34:111,24:101,+,0.118
1347,34:111,24:101,+,0.142
1348,34:111,24:101,+,0.124
1349,34:111,24:101,+,0.138
1350,34:111,24:101,+,0.139
1351,34:111,24:101,+,0.131
1352,34:111,24:101,+,0.1
1353,34:111,24:101,+,0.154
1354,34:111,24:101,+,0.116
1355,34:111,24:101,+,0.13
1356,34:111,24:101,+,0.188
1357,34:111,24:101,+,0.158
1358,34:111,24:101,+,0.135
1359,34:111,24:101,+,0.148
1360,34:111,24:101,+,0.121
1361,34:111,24:101,+,0.132
1362,34:111,24:101,+,0.145
1363,34:111,24:101,+,0.146
1364,34:111,24:101,+,0.13
1365,34:111,24:101,+,0.119
1366,34:111,24:101,+,0.097
1367,34:111,24:101,+,0.146
1368,34:111,24:101,+,0.147
1369,34:111,24:101,+,0.126
1370,34:111,24:101,+,0.095
1371,34:111,24:101,+,0.161
1372,34:111,24:101,+,0.147
1373,34:111,24:101,+,0.14
1374,34:111,24:101,+,0.128
1375,34:111,24:101,+,0.123
1376,34:111,24:101,+,0.116
1377,34:111,24:101,+,0.118
1378,34:111,24:101,+,0.095
1379,34:111,24:101,+,0.166
1380,34:111,24:101,+,0.116
1381,34:111,24:101,+,0.148
1382,34:111,24:101,+,0.097
1383,34:111,24:101,+,0.15
1384,34:111,24:101,+,0.109
1385,34:111,24:101,+,0.143
1386,34:111,24:101,+,0.131
1387,34:111,24:101,+,0.111
1388,34:111,24:101,+,0.126
1389,34:111,24:101,+,0.139
1390,34:111,24:101,+,0.118
1391,34:111,24:101,+,0.157
1392,34:111,24:101,+,0.123
1393,34:111,24:101,+,0.129
1394,34:111,24:101,+,0.113
1395,34:111,24:101,+,0.139
1396,34:111,24:101,+,0.127
1397,37:114,24:101,+,0.127
1398,37:114,24:101,+,0.111
1399,37:114,24:101,+,0.131
1400,37:114,24:101,+,0.133
1401,37:114,24:101,+,0.144
1402,37:114,24:101,+,0.082
1403,37:114,24:101,+,0.14
1404,37:114,20:97,+,0.118
1405,37:114,24:101,+,0.15
1406,37:114,24:101,+,0.168
1407,37:114,24:101,+,0.167
1408,37:114,24:101,+,0.108
1409,37:114,24:101,+,0.126
1410,37:114,24:101,+,0.121
1411,37:114,24:101,+,0.103
1412,37:114,24:101,+,0.131
1413,37:114,24:101,+,0.117
1414,37:114,24:101,+,0.149
1415,37:114,24:101,+,0.133
1416,37:114,24:101,+,0.169
1417,37:114,24:101,+,0.11
1418,37:114,24:101,+,0.123
1419,37:114,24:101,+,0.124
1420,37:114,24:101,+,0.145
1421,37:114,24:101,+,0.133
1422,37:114,24:101,+,0.108
1423,37:114,24:101,+,0.148
1424,37:114,24:101,+,0.087
1425,37:114,24:101,+,0.1
1426,37:114,24:101,+,0.176
1427,37:114,24:101,+,0.144
1428,37:114,24:101,+,0.125
1429,37:114,24:101,+,0.103
1430,37:114,24:101,+,0.132
1431,37:114,24:101,+,0.127
1432,37:114,24:101,+,0.142
1433,37:114,24:101,+,0.123
1434,37:114,24:101,+,0.082
1435,37:114,24:101,+,0.138
1436,37:114,24:101,+,0.148
1437,37:114,24:101,+,0.134
1438,37:114,24:101,+,0.143
1439,37:114,24:101,+,0.134
1440,37:114,24:101,+,0.116
1441,37:114,20:97,+,0.119
1442,37:114,24:101,+,0.124
1443,37:114,24:101,+,0.148
1444,37:114,24:101,+,0.119
1445,37:114,24:101,+,0.135
1446,37:114,24:101,+,0.138
1447,37:114,24:101,+,0.098
1448,37:114,24:101,+,0.122
1449,37:114,24:101,+,0.109
1450,37:114,24:101,+,0.118
1451,37:114,24:101,+,0.144
1452,37:114,24:101,+,0.147
1453,37:114,24:101,+,0.114
1454,37:114,24:101,+,0.116
1455,37:114,24:101,+,0.14
1456,37:114,24:101,+,0.106
1457,37:114,24:101,+,0.128
1458,37:114,24:101,+,0.148
1459,37:114,24:101,+,0.125
1460,37:114,24:101,+,0.12
1461,37:114,20:97,+,0.086
1462,37:114,24:101,+,0.139
1463,37:114,24:101,+,0.128
1464,37:114,24:101,+,0.127
1465,37:114,24:101,+,0.131
1466,37:114,24:101,+,0.099
1467,37:114,24:101,+,0.136
1468,37:114,24:101,+,0.104
1469,37:114,24:101,+,0.195
1470,37:114,24:101,+,0.136
1471,37:114,24:101,+,0.092
1472,37:114,24:101,+,0.07
1473,37:114,24:101,+,0.103
1474,37:114,24:101,+,0.105
1475,37:114,24:101,+,0.118
1476,37:114,24:101,+,0.131
1477,37:114,24:101,+,0.132
1478,37:114,24:101,+,0.172
1479,37:114,24:101,+,0.101
1480,37:114,24:101,+,0.101
1481,37:114,24:101,+,0.102
1482,37:114,24:101,+,0.117
1483,37:114,24:101,+,0.134
1484,37:114,24:101,+,0.133
1485,37:114,24:101,+,0.099
1486,37:114,24:101,+,0.143
1487,37:114,24:101,+,0.142
1488,37:114,24:101,+,0.131
1489,37:114,24:101,+,0.137
1490,37:114,24:101,+,0.117
1491,37:114,24:101,+,0.111
1492,37:114,24:101,+,0.155
1493,37:114,24:101,+,0.082
1494,37:114,24:101,+,0.147
1495,37:114,24:101,+,0.106
1496,37:114,24:101,+,0.1
1497,37:114,24:101,+,0.118
1498,37:114,24:101,+,0.12
1499,37:114,24:101,+,0.127
1500,37:114,24:101,+,0.132
1501,37:114,24:101,+,0.13
1502,37:114,24:101,+,0.108
1503,37:114,24:101,+,0.101
1504,37:114,24:101,+,0.14
1505,37:114,24:101,+,0.139
1506,37:114,24:101,+,0.099
1507,37:114,24:101,+,0.133
1508,37:114,24:101,+,0.149
1509,37:114,24:101,+,0.135
1510,37:114,24:101,+,0.144
1511,37:114,24:101,+,0.121
1512,37:114,24:101,+,0.132
1513,37:114,24:101,+,0.14
1514,37:114,24:101,+,0.095
1515,37:114,24:101,+,0.133
1516,37:114,24:101,+,0.13
1517,37:114,24:101,+,0.133
1518,37:114,24:101,+,0.146
1519,37:114,24:101,+,0.139
1520,37:114,24:101,+,0.131
1521,37:114,24:101,+,0.129
1522,37:114,24:101,+,0.103
1523,37:114,24:101,+,0.163
1524,37:114,24:101,+,0.121
1525,37:114,24:101,+,0.126
1526,37:114,24:101,+,0.132
1527,37:114,24:101,+,0.143
1528,37:114,24:101,+,0.129
1529,30:107,24:101,+,0.141
1530,30:107,24:101,+,0.097
1531,30:107,24:101,+,0.062
1532,30:107,18:60,+,0.13
1533,30:107,24:101,+,0.084
1534,30:107,24:101,+,0.128
1535,30:107,24:101,+,0.075
1536,30:107,24:101,+,0.131
1537,30:107,24:101,+,0.078
1538,27:104,24:101,+,0.158
1539,27:104,24:101,+,0.121
1540,27:104,24:101,+,0.131
1541,27:104,24:101,+,0.136
1542,27:104,24:101,+,0.143
1543,27:104,24:101,+,0.099
1544,27:104,24:101,+,0.102
1545,27:104,24:101,+,0.139
1546,27:104,24:101,+,0.144
1547,27:104,24:101,+,0.084
1548,27:104,20:97,+,0.139
1549,27:104,24:101,+,0.133
1550,27:104,24:101,+,0.114
1551,27:104,24:101,+,0.123
1552,27:104,24:101,+,0.128
1553,27:104,24:101,+,0.111
1554,27:104,24:101,+,0.088
1555,27:104,24:101,+,0.14
1556,27:104,24:101,+,0.144
1557,27:104,20:97,+,0.133
1558,27:104,24:101,+,0.101
1559,27:104,20:97,+,0.134
1560,27:104,24:101,+,0.148
1561,27:104,24:101,+,0.109
1562,27:104,24:101,+,0.132
1563,27:104,24:101,+,0.09
1564,11:51,24:101,+,0.087
1565,11:51,24:101,+,0.096
1566,11:51,24:101,+,0.094
1567,11:51,24:101,+,0.097
1568,11:51,17:57,+,0.085
1569,11:51,24:101,+,0.129
1570,11:51,24:101,+,0.075
1571,11:51,8:48,+,0.121
1572,11:51,24:101,+,0.094
1573,11:51,24:101,+,0.113
1574,11:51,24:101,+,0.112
1575,11:51,10:50,+,0.06
1576,11:51,24:101,+,0.1
1577,11:51,24:101,+,0.11
1578,11:51,24:101,+,0.104
1579,11:51,24:101,+,0.113
1580,11:51,24:101,+,0.068
1581,11:51,24:101,+,0.115
1582,17:57,24:101,+,0.1
1583,17:57,24:101,+,0.095
1584,17:57,17:57,,0.067
1585,17:57,24:101,+,0.118
1586,17:57,8:48,+,0.099
1587,17:57,24:101,+,0.12
1588,17:57,24:101,+,0.111
1589,17:57,24:101,+,0.056
1590,17:57,17:57,,0.123
1591,17:57,24:101,+,0.1
1592,17:57,24:101,+,0.097
1593,17:57,24:101,+,0.132
1594,17:57,24:101,+,0.1
1595,17:57,24:101,+,0.105
1596,17:57,24:101,+,0.063
1597,17:57,24:101,+,0.116
1598,17:57,24:101,+,0.112
1599,17:57,17:57,,0.097
1600,33:110,24:101,+,0.105
1601,33:110,24:101,+,0.159
1602,33:110,24:101,+,0.105
1603,33:110,24:101,+,0.117
1604,33:110,24:101,+,0.155
1605,33:110,24:101,+,0.135
1606,33:110,24:101,+,0.106
1607,33:110,24:101,+,0.146
1608,33:110,24:101,+,0.128
1609,33:110,20:97,+,0.095
1610,33:110,24:101,+,0.158
1611,33:110,24:101,+,0.107
1612,33:110,24:101,+,0.09
1613,33:110,24:101,+,0.134
1614,33:110,24:101,+,0.101
1615,33:110,24:101,+,0.148
1616,33:110,24:101,+,0.139
1617,33:110,24:101,+,0.143
1618,33:110,24:101,+,0.096
1619,33:110,24:101,+,0.144
1620,33:110,24:101,+,0.128
1621,33:110,24:101,+,0.124
1622,33:110,24:101,+,0.12
1623,33:110,24:101,+,0.13
1624,33:110,24:101,+,0.141
1625,33:110,24:101,+,0.174
1626,33:110,24:101,+,0.094
1627,33:110,24:101,+,0.145
1628,33:110,24:101,+,0.104
1629,33:110,24:101,+,0.14
1630,33:110,24:101,+,0.121
1631,33:110,24:101,+,0.157
1632,33:110,24:101,+,0.13
1633,33:110,24:101,+,0.123
1634,33:110,24:101,+,0.123
1635,33:110,24:101,+,0.105
1636,33:110,24:101,+,0.081
1637,33:110,24:101,+,0.123
1638,33:110,24:101,+,0.126
1639,33:110,24:101,+,0.122
1640,33:110,24:101,+,0.141
1641,33:110,24:101,+,0.128
1642,33:110,24:101,+,0.144
1643,33:110,24:101,+,0.118
1644,33:110,24:101,+,0.145
1645,33:110,24:101,+,0.131
1646,33:110,24:101,+,0.116
1647,33:110,24:101,+,0.127
1648,33:110,24:101,+,0.111
1649,33:110,24:101,+,0.134
1650,33:110,24:101,+,0.102
1651,33:110,24:101,+,0.106
1652,33:110,24:101,+,0.103
1653,33:110,24:101,+,0.127
1654,33:110,24:101,+,0.136
1655,33:110,24:101,+,0.118
1656,33:110,24:101,+,0.15
1657,33:110,24:101,+,0.064
1658,33:110,24:101,+,0.131
1659,33:110,24:101,+,0.11
1660,33:110,24:101,+,0.124
1661,33:110,24:101,+,0.115
1662,33:110,24:101,+,0.125
1663,33:110,24:101,+,0.122
1664,33:110,24:101,+,0.127
1665,33:110,24:101,+,0.075
1666,33:110,24:101,+,0.118
1667,33:110,24:101,+,0.076
1668,33:110,24:101,+,0.109
1669,33:110,24:101,+,0.128
1670,33:110,24:101,+,0.122
1671,33:110,24:101,+,0.129
1672,33:110,24:101,+,0.12
1673,33:110,24:101,+,0.134
1674,33:110,24:101,+,0.13
1675,33:110,24:101,+,0.135
1676,33:110,24:101,+,0.127
1677,33:110,24:101,+,0.115
1678,33:110,24:101,+,0.144
1679,33:110,24:101,+,0.132
1680,33:110,24:101,+,0.131
1681,33:110,24:101,+,0.122
1682,33:110,24:101,+,0.104
1683,33:110,24:101,+,0.117
1684,33:110,24:101,+,0.143
1685,33:110,24:101,+,0.145
1686,33:110,24:101,+,0.118
1687,33:110,24:101,+,0.127
1688,33:110,24:101,+,0.078
1689,33:110,24:101,+,0.11
1690,33:110,24:101,+,0.15
1691,33:110,24:101,+,0.13
1692,33:110,24:101,+,0.13
1693,33:110,24:101,+,0.13
1694,33:110,24:101,+,0.126
1695,33:110,24:101,+,0.149
1696,33:110,24:101,+,0.123
1697,33:110,24:101,+,0.118
1698,33:110,24:101,+,0.145
1699,33:110,24:101,+,0.151
1700,33:110,24:101,+,0.121
1701,33:110,24:101,+,0.111
1702,33:110,24:101,+,0.127
1703,33:110,24:101,+,0.136
1704,33:110,24:101,+,0.106
1705,33:110,24:101,+,0.133
1706,33:110,24:101,+,0.14
1707,33:110,24:101,+,0.113
1708,33:110,24:101,+,0.091
1709,33:110,24:101,+,0.141
1710,33:110,24:101,+,0.133
1711,33:110,24:101,+,0.074
1712,33:110,24:101,+,0.122
1713,33:110,24:101,+,0.14
1714,33:110,24:101,+,0.109
1715,1:8,1:8,,0.155
1716,1:8,24:101,+,0.117
1717,1:8,24:101,+,0.12
1718,1:8,24:101,+,0.113
1719,1:8,24:101,+,0.137
